case_id,slice_idx,Boundary Dice,Boundary Precision,Boundary Recall,HD95,ASSD,pred_pixels,gt_pixels
coronacases_003,150,0.8620689735682089,0.875486381371406,0.8490566038305446,3.0973665961010224,0.918830460459542,1382,1323
coronacases_003,151,0.8796296364944652,0.8225108225876576,0.945273631868023,22.231989502336916,2.2805485971927464,1192,1055
coronacases_003,152,0.9129411812719693,0.9509803921808919,0.877828054353924,6.05265491584942,1.0771577434632862,1117,1070
coronacases_003,153,0.8793456101691434,0.9188034188381182,0.8431372549634756,5.054460732476027,1.3631010216251436,1107,1172
coronacases_003,154,0.8929219661016891,0.921348314636199,0.8661971831457052,4.431980515339464,1.6736011548292078,1164,1080
coronacases_003,155,0.8795811586421514,0.9843750000061035,0.7949526814526963,7.431158336743021,1.623442233852178,1167,1070
coronacases_003,156,0.8455284644160521,0.9154929577762349,0.7854984894907859,3.0,1.439063798138484,1043,937
coronacases_003,157,0.8174603286978017,0.8174603175327538,0.8174603175327538,5.923928352680377,1.6537344859505008,800,626
coronacases_003,158,0.8251121182305208,0.8975609756597264,0.763485477276562,5.0,1.1320522810986358,670,629
coronacases_003,159,0.807980061841309,0.8350515464767776,0.7826086957571938,11.426237921249227,3.442079034501418,580,457
coronacases_003,160,0.8328767224441233,0.8587570622266909,0.8085106383997284,3.1622776601683795,2.7526183727114106,510,386
coronacases_003,161,0.8081395467630512,0.8910256410954964,0.7393617022662969,16.147719700333333,2.4933693343263097,520,511
coronacases_003,162,0.8710601793944303,0.8786127168331719,0.863636363713843,13.544402968045084,2.438807694501758,566,486
coronacases_003,163,0.891803284824019,0.9066666667288888,0.877419354917794,2.59148346584761,1.0241089155755358,548,448
coronacases_003,164,0.903010038836271,0.992647058828936,0.8282208590010914,3.0,0.9775626249929659,507,459
coronacases_003,165,0.7804878190919815,0.7724137932604043,0.7887323945149772,15.578801744102284,2.987584607248761,532,430
coronacases_003,166,0.7416666841235163,0.6742424244892102,0.8240740742369684,20.518284528683193,3.6398361418799134,516,389
coronacases_003,167,0.7462686738472798,0.8152173915051985,0.688073394781584,8.012759185406217,2.319876014120499,429,349
coronacases_003,168,0.7684210675681697,0.912500000109375,0.6636363639421488,7.259226804203012,1.7924204258872685,410,350
coronacases_003,169,0.936708864209326,0.9866666666844445,0.891566265190884,2.5416407864998782,1.0956050779468915,351,267
coronacases_003,170,0.9659863963626266,1.0,0.9342105264023546,1.7949747468305866,0.7489075799708037,320,307
coronacases_003,171,0.9852941184147923,0.9710144927956311,1.0,1.5020815280171342,0.6868539453187271,301,273
coronacases_003,172,0.9705882368525217,0.9705882353373703,0.9705882353373703,2.0,0.8649438361805901,270,240
coronacases_003,173,0.8039215807381769,0.6721311480784735,1.0,8.433940634905895,1.9253610981550033,158,109
coronacases_003,174,1.0,1.0,1.0,1.4142135623730951,0.7284038798456005,91,85
coronacases_003,175,0.8666666745603033,0.9750000000625,0.78000000044,5.0,1.1708662848011726,61,79
coronacases_003,176,0.9253731385824846,0.9117647061418686,0.9393939395775941,2.23606797749979,0.8933739899188412,42,45
coronacases_003,177,0.5000000397727241,1.0,0.3333333353535353,11.180339887498949,4.089563986906714,9,50
coronacases_003,178,1.1428570193877682e-07,1.0,7.142857091836735e-09,,,0,15
coronacases_003,179,1.0,1.0,1.0,0.0,0.0,0,0
coronacases_003,180,1.0,1.0,1.0,0.0,0.0,0,0
coronacases_003,181,1.0,1.0,1.0,0.0,0.0,0,0
coronacases_003,182,1.0,1.0,1.0,0.0,0.0,0,0
coronacases_003,183,1.0,1.0,1.0,0.0,0.0,0,0
coronacases_003,184,1.0,1.0,1.0,0.0,0.0,0,0
coronacases_003,185,1.0,1.0,1.0,0.0,0.0,0,0
coronacases_003,186,1.0,1.0,1.0,0.0,0.0,0,0
coronacases_003,187,1.0,1.0,1.0,0.0,0.0,0,0
coronacases_003,188,1.0,1.0,1.0,0.0,0.0,0,0
coronacases_003,189,1.0,1.0,1.0,0.0,0.0,0,0
radiopaedia_36,0,0.1940300492314049,0.25000000144230766,0.15853658639202856,79.45784088464544,23.079600432282025,228,176
radiopaedia_36,1,0.4533333936703203,0.5074626873022946,0.4096385549281464,12.664072672803066,3.348870121247135,230,195
radiopaedia_36,2,0.5200000437492268,0.6933333337422223,0.41600000046720004,72.17340230306452,11.009143001737504,249,218
radiopaedia_36,3,0.5376344508017072,0.6756756765522279,0.44642857241709183,72.46929998465887,30.30683372913019,59,100
