threshold,min_area,dice,iou,sensitivity,specificity,precision,accuracy,fpr,fnr,mae
0.07,75,0.777633819082955,0.693106139493521,0.7995247937345699,0.996902926409663,0.845042661526826,0.9937684054201837,0.0030970735919044205,0.31446484385863804,0.0062315944
0.07,100,0.759645284213973,0.6764604943314816,0.7767518593990923,0.9969909921781441,0.8523869163953983,0.9936404055264421,0.0030090078234235817,0.3372377781941157,0.0063595944
0.075,0,0.7988909100395236,0.7104005557827106,0.8296117810161295,0.9967273134393212,0.8326358256724657,0.9939544361490129,0.0032726865622465205,0.28437785657707887,0.006045564
0.075,3,0.7986960706278049,0.7102895684504319,0.8294342593299968,0.9967294438310266,0.8326808519302107,0.9939545152100961,0.0032705561705411866,0.28455537826321137,0.006045485
0.075,5,0.798579932421531,0.7101761748108157,0.829216625041985,0.9967313372613429,0.8327225456296296,0.9939531711716812,0.0032686627402249255,0.2847730125512231,0.006046829
0.075,10,0.7972007974327784,0.7089573289591813,0.8270614815022562,0.9967382008396742,0.8333114639995778,0.9939449488190258,0.0032617991618936293,0.28692815609095185,0.006055051
0.075,20,0.7933964269622829,0.7058701724028199,0.8229898234311761,0.9967575909109545,0.833486515694191,0.9939256579147189,0.00324240909061333,0.290999814162032,0.006074342
0.075,30,0.7879985292741306,0.7020713346404708,0.8175726676236957,0.9967768502770055,0.8351721142592998,0.9938968006193416,0.0032231497245626185,0.29641696996951233,0.0061031994
0.075,50,0.7809321856792837,0.6957180052611823,0.8063672970381249,0.9968372029892377,0.8383349291436991,0.9938058013125494,0.003162797012330135,0.3076223405550831,0.0061941985
0.075,75,0.7773597705346637,0.69265885117719,0.797931159770484,0.9969356475126088,0.8460216360010168,0.9937665079541863,0.003064352488958917,0.3160584778227242,0.006233492
0.075,100,0.7597191381110862,0.6764775215062342,0.7758615920572334,0.9970236148034364,0.8534346647782568,0.9936381127550286,0.0029763851981312985,0.33812804553597503,0.0063618873
0.08,0,0.7987870589485399,0.7103751338255822,0.8284970718136109,0.9967600377016163,0.8339443164824071,0.993960444791338,0.00323996229995146,0.2854925657795972,0.006039555
0.08,3,0.7987850016648267,0.7103867061855127,0.8284451188240727,0.9967624236796143,0.833999002988198,0.9939613935243368,0.00323757632195347,0.2855445187691354,0.0060386066
0.08,5,0.7986593040891352,0.7102595751772081,0.8282271174574647,0.9967638209119878,0.8340296247938398,0.9939594169972561,0.003236179089580036,0.28576252013574344,0.006040583
0.08,10,0.7971559875692414,0.7088969114399721,0.8259686789407779,0.996770278823833,0.8342482572837582,0.9939496924840193,0.0032297211777348317,0.2880209586524301,0.0060503073
0.08,20,0.7930032759546974,0.7055643168065963,0.8216652740069236,0.996790610681592,0.8343197231943046,0.9939305597018788,0.003209389319975853,0.29232436358628416,0.0060694404
