threshold,min_area,dice,iou,sensitivity,specificity,precision,mae
0.8000000000000002,50,0.7320218,0.6426138,0.69198734,0.9986996,0.9146295,0.0073113316
0.5500000000000002,75,0.7318895,0.6435998,0.69925416,0.99848676,0.90514696,0.007230057
0.6000000000000002,75,0.73139566,0.6427236,0.69701767,0.99852854,0.9069036,0.007263816
0.8500000000000002,50,0.7308076,0.640821,0.6869869,0.99878055,0.9184823,0.0073851747
0.1,100,0.728885,0.64347446,0.71594554,0.99793565,0.88564986,0.0070845056
0.9000000000000002,50,0.72882146,0.6377749,0.6803362,0.9988769,0.9230732,0.0075001298
0.15000000000000002,100,0.72760135,0.641758,0.70966446,0.9980611,0.8893995,0.007110912
0.6500000000000001,75,0.7270525,0.6387817,0.69107515,0.9985783,0.91003925,0.0073004216
0.20000000000000004,100,0.7264847,0.6404417,0.7056721,0.99814844,0.89188695,0.0071371603
0.7000000000000002,75,0.7262808,0.63757014,0.68840945,0.998621,0.91175884,0.007340268
0.25000000000000006,100,0.72551966,0.639155,0.70190364,0.99822277,0.89443195,0.0071687056
0.30000000000000004,100,0.7248141,0.63810885,0.6986006,0.9982888,0.89688444,0.007201674
0.3500000000000001,100,0.72449046,0.6374673,0.69642514,0.9983394,0.8988114,0.0072280015
0.7500000000000002,75,0.7238603,0.6347854,0.6835729,0.99867857,0.91336477,0.007399564
0.40000000000000013,100,0.72253096,0.6354273,0.6922467,0.998386,0.89961654,0.0072665834
0.45000000000000007,100,0.7220914,0.6347574,0.68979245,0.9984344,0.90145123,0.007287139
0.8000000000000002,75,0.7218688,0.6320702,0.67852706,0.99873805,0.9154775,0.007462813
0.5000000000000001,100,0.72157484,0.63390875,0.6874511,0.99848145,0.90330523,0.0073149684
0.5500000000000002,100,0.7212352,0.6333044,0.68550307,0.99852234,0.905041,0.007337264
0.6000000000000002,100,0.7207539,0.6324413,0.68339425,0.9985627,0.9067606,0.0073709437
0.8500000000000002,75,0.71971345,0.6292035,0.67277163,0.9988152,0.9187276,0.007535549
