Dice Index (DI),Jaccard Index (JA),Sensitivity (SE),Specificity (SP),Precision,Accuracy,MAE,TP,TN,FP,FN,HD95,ASSD,threshold,row_index,image_path,gt_path,lung_path,gt_area,pred_area,prob_max,prob_mean
0.6204311152735688,0.44972826086651,0.4882005899669012,0.9981925833591465,0.8508997429196542,0.9876403808592243,0.012359619,662,64064,116,694,40.911072708698896,4.663729247525053,0.035,52,data/processed/images/coronacases_001_slice_0107.npy,data/processed/infection_masks/coronacases_001_slice_0107.npy,data/processed/lung_masks/coronacases_001_slice_0107.npy,1356,778,0.9999937415122986,0.006663518957793713
0.6051098162231954,0.43380462724656943,0.45980926430204494,0.9986264593867455,0.884665792911079,0.986557006835787,0.013442993,675,63980,88,793,11.521403400793096,4.273593921870475,0.035,53,data/processed/images/coronacases_001_slice_0108.npy,data/processed/infection_masks/coronacases_001_slice_0108.npy,data/processed/lung_masks/coronacases_001_slice_0108.npy,1468,763,0.9999946355819702,0.006186529994010925
0.6936026935993574,0.5309278350476369,0.5637216575405495,0.9987705619619655,0.9012499999887343,0.9902801513670364,0.009719849,721,64178,79,558,4.920820393249949,1.733376672134974,0.035,54,data/processed/images/coronacases_001_slice_0109.npy,data/processed/infection_masks/coronacases_001_slice_0109.npy,data/processed/lung_masks/coronacases_001_slice_0109.npy,1279,800,0.9999936819076538,0.006634818855673075
0.6679298910437332,0.5014224751031193,0.5168621700841872,0.9993455089445554,0.9437751003889722,0.9893035888670366,0.010696411,705,64130,42,659,5.385164807134504,2.016113269794779,0.035,55,data/processed/images/coronacases_001_slice_0110.npy,data/processed/infection_masks/coronacases_001_slice_0110.npy,data/processed/lung_masks/coronacases_001_slice_0110.npy,1364,747,0.999993085861206,0.006190918851643801
0.605567451817535,0.43427518427251677,0.44353826850411837,0.9994682681178256,0.9541160593663413,0.9859466552732871,0.014053345,707,63908,34,887,7.0710678118654755,2.7297778683280023,0.035,56,data/processed/images/coronacases_001_slice_0111.npy,data/processed/infection_masks/coronacases_001_slice_0111.npy,data/processed/lung_masks/coronacases_001_slice_0111.npy,1594,741,0.9999890327453613,0.005343305878341198
0.5110782865564584,0.3432539682522656,0.35324144971744137,0.9991034493604607,0.9238985313628317,0.9797973632811006,0.020202637,692,63520,57,1267,11.661903789690601,3.823138404912106,0.035,57,data/processed/images/coronacases_001_slice_0112.npy,data/processed/infection_masks/coronacases_001_slice_0112.npy,data/processed/lung_masks/coronacases_001_slice_0112.npy,1959,749,0.9999995231628418,0.00504570035263896
0.4706723891256414,0.3077642656674099,0.3136320305037482,0.9993694630976703,0.9426934097286147,0.9774169921873509,0.022583008,658,63398,40,1440,16.358379862091766,4.954410552474786,0.035,58,data/processed/images/coronacases_001_slice_0113.npy,data/processed/infection_masks/coronacases_001_slice_0113.npy,data/processed/lung_masks/coronacases_001_slice_0113.npy,2098,698,0.9999915361404419,0.005087887402623892
0.5050086355768394,0.3378003696842061,0.3457899716161505,0.9992116300335847,0.9359795134323178,0.9781341552732883,0.021865845,731,63372,50,1383,14.317821063276353,4.62247010528168,0.035,59,data/processed/images/coronacases_001_slice_0114.npy,data/processed/infection_masks/coronacases_001_slice_0114.npy,data/processed/lung_masks/coronacases_001_slice_0114.npy,2114,781,0.9999536275863647,0.005194101016968489
0.4809866392587847,0.31664411366604656,0.32545201668871543,0.9987232684326527,0.9212598425106175,0.9691772460936021,0.030822754,936,62580,80,1940,14.003484676487968,5.244563566477562,0.035,60,data/processed/images/coronacases_001_slice_0115.npy,data/processed/infection_masks/coronacases_001_slice_0115.npy,data/processed/lung_masks/coronacases_001_slice_0115.npy,2876,1016,0.9985141754150391,0.007946664467453957
0.5211910454237748,0.35243974132759426,0.35737704917926266,0.9992441421011243,0.9622792937322451,0.9663848876951651,0.033615112,1199,62134,47,2156,13.038404810405298,5.084761242438237,0.035,61,data/processed/images/coronacases_001_slice_0116.npy,data/processed/infection_masks/coronacases_001_slice_0116.npy,data/processed/lung_masks/coronacases_001_slice_0116.npy,3355,1246,0.9999625086784363,0.01057928241789341
