epoch,lr,train_loss,train_dice,train_iou,train_sensitivity,train_specificity,train_precision,train_mae,val_loss,val_dice,val_iou,val_sensitivity,val_specificity,val_precision,val_mae
1,0.0007,0.6986036423302482,0.046659769408902894,0.027389863935223455,0.06507056536853809,0.9834179364596354,0.18645955301120884,0.026247628922325104,0.5622909343242646,0.5267394385027753,0.43351425159050855,0.4772169526872038,0.9970761184694126,0.8406696582838654,0.011930618286132812
2,0.0007,0.5611960014688625,0.33658330527213176,0.21895301972267575,0.37355714182926253,0.9930122563662546,0.4181762574118562,0.014117079997749485,0.38489350765943525,0.4858813978894316,0.38989356560299404,0.3974280641879952,0.9994571523272786,0.9381048904590434,0.011668777465820313
3,0.0007,0.4698003584465372,0.4107171666895689,0.2785752873712978,0.409850773591267,0.9962511353087046,0.5384844227280042,0.010735083999947756,0.39179915070533755,0.4548971402879902,0.3548154926576268,0.3589594814145616,0.9997260420063101,0.7426998351811824,0.01350799560546875
4,0.0007,0.4454203015614929,0.4189959561375261,0.2894111837107184,0.40594338056420354,0.9969024663606642,0.5697388149581037,0.010078712745949073,0.31019234269857404,0.5631296224802952,0.4847943525892976,0.5179105055820525,0.9987949739009889,0.9061491048714515,0.008765411376953126
5,0.0007,0.4323494770399337,0.3979500187629377,0.26719435486472365,0.5000566715452326,0.9898067305944969,0.4170091012829699,0.01594135300122171,0.30596460551023485,0.539365723773431,0.45888466309029363,0.5571116417101881,0.9939735421238385,0.5922339402855706,0.013120880126953125
6,0.0007,0.42162835303648016,0.40086069897804344,0.26736885484710393,0.5649636728121744,0.9878898362235793,0.37231243197054203,0.017145965324998392,0.32742790520191195,0.5295212923475193,0.4423221592469714,0.7007405085473033,0.9774965805652038,0.6032647811942828,0.030040740966796875
7,0.0007,0.41403028853390933,0.4130650705228441,0.27673831383748804,0.5967343339839589,0.9872837425887436,0.3677132202928944,0.017275437406061116,0.32279106497764587,0.5418329278125867,0.46314404219756755,0.645147398677208,0.9721728624295614,0.589306889833155,0.03387725830078125
8,0.00035,0.4055632764910474,0.4294029279621617,0.2878059540252464,0.6234720799231223,0.9882380053161183,0.37137389539021504,0.016039522587026588,0.3579738137125969,0.5065265288018604,0.4160417145753664,0.4329313840213073,0.9989137516496247,0.6707886422249066,0.011049652099609375
9,0.00035,0.3924989670269774,0.4675560387799166,0.3186255194934976,0.6386025968554555,0.990137885872849,0.4157953476367605,0.014058478084611303,0.310258062183857,0.5818049842119976,0.49529134916956424,0.5960209779513475,0.9921630892796912,0.6497606749496668,0.015178909301757812
10,0.00035,0.3828591395920687,0.5050286436108012,0.3535963489371585,0.6531810611554519,0.9916290743719769,0.47140017536833745,0.012319015377342946,0.31721087008714677,0.5761459425721358,0.48503663409874065,0.6325275192595889,0.9901362786247462,0.6477110467420851,0.017634506225585937
11,0.00035,0.37725518459891094,0.5257277312273977,0.37550941072736826,0.6551563852291667,0.9923368041826514,0.5003181649164906,0.011654708611131204,0.29989622354507445,0.5733036363921734,0.46950915292287165,0.6861000082133948,0.9959560532467222,0.6239113974452017,0.0113421630859375
12,0.00035,0.3759057482574212,0.5384595531002908,0.38840936581687713,0.6608262791718209,0.9923818011259996,0.5123930904019003,0.011470708336849761,0.3139190602302551,0.5820323307937484,0.4810227223326581,0.5174186185877194,0.9988525139028319,0.7864755421730689,0.010234909057617187
13,0.00035,0.367763596491068,0.5801698580305454,0.4260032781856706,0.6728926088373062,0.9944523576103025,0.5641546986083594,0.009389594749168114,0.3130195814371109,0.5314798083216279,0.44242450260142685,0.5092332117990989,0.9989065082604527,0.758043340963923,0.009313507080078125
14,0.00035,0.36487126632482425,0.6029701911015648,0.44832073754923546,0.6794980362634147,0.9953296081434683,0.5955930758752215,0.008465174294302984,0.3169477429986,0.5670407480716719,0.47576583099306796,0.5050711193097714,0.9987745659733858,0.7783700968766323,0.0099444580078125
15,0.00035,0.3580603422941985,0.6300404733808483,0.4747101798354332,0.6991551353813648,0.9958014558103501,0.6234284315658528,0.007670445697297776,0.3116326725482941,0.5415720667867888,0.4422040425644865,0.5142405289909757,0.9990347454141804,0.7581481105480496,0.009986572265625
16,0.000175,0.3541542354802536,0.6473689133206669,0.493054304140483,0.6996439074571976,0.9961253495522281,0.650793835523996,0.00736155725800942,0.37857371151447294,0.5216716753362332,0.43750710039719815,0.720324400754052,0.9620298165621846,0.6033831501492132,0.045306549072265626
17,0.000175,0.34419006955476456,0.6690087640726298,0.5178744692446904,0.7275795616211227,0.9963757494298552,0.6637554049555517,0.006813182752318833,0.30671533912420273,0.589729087460105,0.49245178754009766,0.5218889386706864,0.9990240803080599,0.8415303357828011,0.00944091796875
18,0.000175,0.3400353507863151,0.6997793307109661,0.5487479190129213,0.7353094922059907,0.9970114101867451,0.702316688788244,0.0060557298699524175,0.3153736913204193,0.5285337819222538,0.4376657093105819,0.51033101662965,0.9989594952349993,0.8000020933361326,0.00976806640625
