epoch,lr,train_loss,train_dice,train_iou,train_sensitivity,train_specificity,train_precision,train_mae,val_loss,val_dice,val_iou,val_sensitivity,val_specificity,val_precision,val_mae
1,7e-05,0.010336804831996484,0.7611280274979862,0.6309460238726051,0.7764226184705648,0.9980350703368952,0.7789776255625757,0.0045815613044142235,0.21746726919489448,0.6949299579354263,0.5942979829859248,0.6571216338228695,0.9982278418540954,0.8671315276622772,0.006744613647460937
2,7e-05,0.006508827637646293,0.7899418542831124,0.6652757470241881,0.8122699553215945,0.9980703984758982,0.7901308397010122,0.004185209549012988,0.21715277914627223,0.6931217654010541,0.5917071898242718,0.6544093103667982,0.9981817531585694,0.8658242034912109,0.006925201416015625
3,7e-05,0.006280540419314171,0.7870371057786079,0.660206542154889,0.8017538125500266,0.9980887598952148,0.7922922990940235,0.004149801937150367,0.23712382674682886,0.6949791877957321,0.5948612528395167,0.6597947424005978,0.9982050585746766,0.8654280066490173,0.0067047119140625
4,7e-05,0.006765505030989329,0.7739559850452368,0.6472191177155255,0.7844053821737874,0.9981051241910016,0.7928127268704858,0.004383715091909401,0.2152760437395773,0.6941220813485123,0.593751928145837,0.6554479926180354,0.9982712912559509,0.865943888425827,0.00672210693359375
5,7e-05,0.006466623124824128,0.7748367766784542,0.6491314173971184,0.7815468156472646,0.9981900752817162,0.7977238422558631,0.004321910716869213,0.20813949944626076,0.7030737700274474,0.6035308471283204,0.676224224861551,0.9979876399040222,0.858173235654831,0.006546630859375
6,7e-05,0.005983611754929348,0.7811607967433616,0.6526696596739223,0.7961652763341189,0.9980765536979392,0.7888921932183175,0.004207768067410944,0.21255435281404061,0.6977748929670341,0.5976894095501192,0.6608838900884874,0.9980795407295227,0.8670648169517517,0.006683502197265625
7,7e-05,0.005873401496411347,0.7728264231863335,0.6469734831418029,0.7904378493688234,0.9980379946437883,0.7836275084764378,0.004414311161747685,0.2201515551751072,0.6892292761763819,0.5857654661646373,0.638322368930865,0.998588182926178,0.8805507612228394,0.006978530883789063
8,7e-05,0.006276334445361132,0.7729011171682804,0.645612465266527,0.7926452318704668,0.997968389173594,0.7831481050789534,0.004604182616182806,0.21456250506424113,0.6951936548909433,0.5940809044948108,0.6540848407855517,0.9982555460929871,0.8708235585689544,0.006743621826171875
9,3.5e-05,0.005762308750707855,0.7704398589757124,0.6460367013171747,0.7868494820999511,0.998098204901189,0.7834789935718228,0.004324132032355163,0.21393965232855408,0.6948179013243205,0.5925343569329269,0.6580106016209609,0.9982007622718811,0.864540982246399,0.006976699829101563
10,3.5e-05,0.0051112023733060185,0.7903986573832515,0.6649949154184188,0.8059858102734687,0.9981168165128418,0.7946314173961373,0.004159009015118635,0.2138740486664028,0.6957400800993926,0.5950215878298767,0.6540043111851699,0.9981600308418274,0.8727997469902039,0.006792373657226562
11,3.5e-05,0.005095909887382477,0.7844157361656583,0.6578251380823309,0.807290510262972,0.9980491095609626,0.7846712542871421,0.0042329482090326005,0.21471455518898439,0.6961988019159324,0.5940019001772887,0.6579050566962249,0.998131251335144,0.8664478528499603,0.007017898559570313
12,3.5e-05,0.005074785925412489,0.7876686121891854,0.6620573809676017,0.8085487045255708,0.9980019725889826,0.7892080782562915,0.004294956662527328,0.21426321047794772,0.6952764925321824,0.5939798711946495,0.6574484383275992,0.9981198930740356,0.8688984072208404,0.00692352294921875
13,1.75e-05,0.004256825785007933,0.7959323251934208,0.6700769143462671,0.8163464742064966,0.9980263251336023,0.7927366881458847,0.004094371089228877,0.21475113888038322,0.6954682633614427,0.5941974815687425,0.6579440364202744,0.9981736612319946,0.8683258891105652,0.0068950653076171875
