threshold,min_area,dice,iou,sensitivity,specificity,precision,accuracy,fpr,fnr,mae
0.2,50,0.7823230770096622,0.6970246724146246,0.7887120082796596,0.9974118888017298,0.8587170585781995,0.9938884201445197,0.0025881111998377624,0.3252776293135481,0.00611158
0.21,0,0.7962407304870651,0.7080906249891238,0.8050143007685266,0.9973533544031313,0.8534045304129277,0.9940198987259233,0.0026466455984368777,0.3089753368246812,0.0059801014
0.21,3,0.7961575855548061,0.7079847067651239,0.804870330050981,0.9973543410979941,0.8533997167278096,0.9940196615426737,0.0026456589035740753,0.309119307542227,0.0059803384
0.21,5,0.7960903079635018,0.7078979998624146,0.8047137843450716,0.9973558969011511,0.8534295210493208,0.9940181593820924,0.002644103100417219,0.3092758532481364,0.0059818407
0.21,10,0.7932439774683923,0.7059099281690345,0.8022804956940004,0.9973629043065038,0.8532248000417921,0.9940131785338494,0.002637095695064538,0.31170914189920745,0.0059868214
0.21,20,0.7906810727661122,0.703831299563938,0.798888265136416,0.9973801690569751,0.8542278796556507,0.9939919111024618,0.0026198309445930423,0.31510137245679193,0.006008089
0.21,30,0.7864755478998205,0.7004130936326238,0.793813026515264,0.9974041627503573,0.8547150785698269,0.9939455022466083,0.002595837251210693,0.32017661107794393,0.006054498
0.21,50,0.7820932452099316,0.6966813939820797,0.7871140126397896,0.9974474779815797,0.859939000632636,0.9938812255859462,0.002552522019988027,0.3268756249534184,0.0061187744
0.22,0,0.79605137524608,0.707858286472386,0.803400264137901,0.9973936856498405,0.8554308197664326,0.9940172897101771,0.002606314351727188,0.31058937345530724,0.0059827105
0.22,3,0.7959617949058765,0.7077421683872611,0.8032570389780908,0.9973941805248283,0.855415792512038,0.9940166572215112,0.0026058194767395564,0.3107325986151173,0.005983343
0.22,5,0.7959105210140347,0.7076777498209329,0.8031252823787606,0.9973957363279852,0.8554508075311171,0.994015866610679,0.0026042636735826995,0.3108643552144477,0.0059841336
0.22,10,0.7930119941308322,0.7056353292118919,0.8006037671593242,0.9974024123333404,0.8552402805391375,0.9940091464186048,0.0025975876682274995,0.31338587043388383,0.0059908535
0.22,20,0.7906006708661945,0.7036993184268118,0.7974656840073528,0.9974195421329057,0.8558602752815214,0.9939881952315501,0.0025804578686619444,0.31652395358585517,0.0060118046
0.22,30,0.7864379834310673,0.7003129970555955,0.7925419195732244,0.9974416404449864,0.8561285182293102,0.9939417863756966,0.0025583595565816077,0.3214477180199837,0.0060582138
0.22,50,0.7820242959126873,0.6965550511361177,0.7858817167382128,0.9974848275655259,0.8611192396704981,0.9938775887761179,0.0025151724360421577,0.32810792085499535,0.006122411
0.23,0,0.7955931306247278,0.7074779982533186,0.8013814138223765,0.9974385958229549,0.8571384136149522,0.9940188709318413,0.0025614041786127992,0.3126082237708315,0.005981129
0.23,3,0.7954805670072824,0.7073389442144222,0.8012034004606916,0.9974395040388243,0.8571224703146836,0.9940185546875084,0.0025604959627435904,0.31278623713251635,0.0059814453
0.23,5,0.7954956125962503,0.707352860247554,0.8011660462336261,0.9974408093803666,0.8571778537690847,0.9940183175042587,0.0025591906212012816,0.3128235913595819,0.0059816823
0.23,10,0.7927064124801274,0.705342787333563,0.798716303316805,0.9974461720224392,0.8569083672147892,0.9940100160905201,0.0025538279791285042,0.315273334276403,0.0059899837
0.23,20,0.7905519688585199,0.7036490405569518,0.7959519694488726,0.9974636007108632,0.8574116077210273,0.9939909623694628,0.0025363992907041773,0.3180376681443354,0.0060090376
0.23,30,0.7863353255851642,0.7001582504346153,0.7908384504406206,0.9974852364606172,0.8576983360648046,0.9939438419638607,0.0025147635409500397,0.32315118715258717,0.006056158
