epoch,lr,train_loss,train_dice,train_iou,train_sensitivity,train_specificity,train_precision,train_mae,val_loss,val_dice,val_iou,val_sensitivity,val_specificity,val_precision,val_mae
1,0.0003,0.22565297650579563,0.2878635886054181,0.1962127795092373,0.40975274267587775,0.9579191991576442,0.25886227038553794,0.04813775113580649,0.4285585517808795,0.5755172149149582,0.467149563512008,0.5426544556824372,0.9967943358421326,0.8145210933685303,0.010252914428710937
2,0.0003,0.03591376387058094,0.5895604240734882,0.4334925111429191,0.7146294002302389,0.9943533510337641,0.5435694866725569,0.008960888709551022,0.3167388073308393,0.6376102552562521,0.5334345886855887,0.6150308174639509,0.9970000338554382,0.8189242017269135,0.0083355712890625
3,0.0003,0.025041631712298458,0.6323496797141225,0.4810944645677084,0.7391492076862005,0.9956235348442455,0.595501344436358,0.007519890742046843,0.28747211827896535,0.6643183673172759,0.5613397703319357,0.654820872619705,0.9965345168113708,0.8132020449638366,0.007537918090820312
4,0.0003,0.018805180684904808,0.7027935903871991,0.5541502567230429,0.7653076675080468,0.9968618689250553,0.6826571951861735,0.005896007082589859,0.26811330726603044,0.6601461345701979,0.5504145402460859,0.6150204784422683,0.9980235266685485,0.8487010312080383,0.008012619018554688
5,0.0003,0.017129579249485837,0.6762174830269911,0.5267583432266251,0.763775145566022,0.9961359883532112,0.6492436396364322,0.006693498587902681,0.244700543070212,0.6793343407660072,0.575298186018998,0.6790660614519881,0.9967687225341797,0.7702892190924174,0.007387771606445313
6,0.0003,0.015258475854502294,0.6856351941517351,0.5397088785230377,0.772305374160225,0.9967665483431561,0.6603410076120018,0.006085698006084427,0.23435538324934896,0.6898124086445457,0.5888306695556529,0.6653076989909894,0.9972258257865906,0.8196211695671082,0.0068389892578125
7,0.0003,0.016697243359054863,0.6471091463908921,0.5000707967371638,0.7473168387441846,0.995783437917262,0.6185267677783598,0.007189990071112236,0.22902157453994731,0.6887842614909894,0.5881983488573022,0.7197688245548196,0.9957049632072449,0.7901679313182831,0.0071439361572265625
8,0.0003,0.013491953528148923,0.7296167758021335,0.5887242991921833,0.7734449857792246,0.9973408503787508,0.7214947252116576,0.005247626285003536,0.23011582693958188,0.6880695540457533,0.5890266812592314,0.6728966159373091,0.9971715140342713,0.8404540681838989,0.006790313720703125
9,0.0003,0.011093577957873083,0.744847602529045,0.6082850103017418,0.7872402789722744,0.9975712601049447,0.7371782954023393,0.004877647745265883,0.21953782654163662,0.6962126255462576,0.5960788849423337,0.7162918759098537,0.9958645105361938,0.7529216135457278,0.00688385009765625
10,0.0003,0.011881125202199345,0.7112513643233374,0.5667970981985453,0.7903709883797806,0.9967203042144147,0.6804035253240248,0.005825113367151331,0.22193261370412073,0.6560027544848339,0.554893859540643,0.6741329170352108,0.9975804829597473,0.8069006870256195,0.006741256713867188
11,0.0003,0.012089021696753171,0.6688173159941602,0.522940109702356,0.7770735245397307,0.9959996987762765,0.6278270331322534,0.0066919523011509776,0.2410240948435967,0.662246862128334,0.5526691938191222,0.5887736416607665,0.9987509775161744,0.9059163117408753,0.0075799560546875
12,0.0003,0.01066851551757566,0.7102143483029472,0.5655424346526464,0.7973645541035099,0.9964074872648765,0.6708190786372487,0.005999773127551923,0.22608692689595045,0.6818154425173567,0.5784605271368788,0.625633387044029,0.9983244609832763,0.883796694278717,0.006936721801757813
13,0.0003,0.008480169863053003,0.7062807223863072,0.5604135821201673,0.8129027461932029,0.9961311804904859,0.6544376099367201,0.006015055464128408,0.21195573921548203,0.7013801807909773,0.6043608094006346,0.6791315252333449,0.9975865626335144,0.860551564693451,0.006358871459960938
