mode,threshold,dice,iou,sensitivity,specificity,precision,accuracy,mae,tp,tn,fp,fn
lung_constrained_probability,0.12,0.36090460423559056,0.2201852345923276,0.5512667589099903,0.9967215700095894,0.26826719914549485,0.9957524513711725,0.004247548524290323,11554,9581318,31515,9405
lung_constrained_probability,0.13,0.3738633411275049,0.2299089311391137,0.5492628465095905,0.9969714443182349,0.283372307692238,0.9959974224064616,0.0040025776252150536,11512,9583720,29113,9447
lung_constrained_probability,0.14,0.3857536826527905,0.23896829034538128,0.5472589341091907,0.9971871975722444,0.29785245007652816,0.996208346619897,0.0037916533183306456,11470,9585794,27039,9489
lung_constrained_probability,0.15,0.39678191212671277,0.2474909153832308,0.5459229925089241,0.9973709103237298,0.3116437423395583,0.9963887532552074,0.0036112468224018812,11442,9587560,25273,9517
lung_constrained_probability,0.16,0.40686912637972666,0.2553896438245192,0.5443007777086004,0.997533505471279,0.3248476564723718,0.9965474654217146,0.00345253455452621,11408,9589123,23710,9551
lung_constrained_probability,0.17,0.41623529842139045,0.262813849813997,0.5428694117083148,0.9976766474565812,0.33750593260550027,0.9966871819528583,0.003312818007543683,11378,9590499,22334,9581
lung_constrained_probability,0.18,0.4256578331303632,0.270371868382796,0.5422014409081816,0.9978079302948455,0.3503514613391447,0.9968167259579603,0.0031832740642130375,11364,9591761,21072,9595
lung_constrained_probability,0.19,0.43362238940247066,0.2768313250066539,0.5403883773078199,0.9979242331579037,0.36208439897686634,0.996928831346991,0.0030711686704307795,11326,9592879,19954,9633
lung_constrained_probability,0.2,0.4415239508679253,0.2833049318363364,0.5393864211076199,0.9980291970119517,0.37371900826433924,0.9970313870176968,0.0029686130583286285,11305,9593888,18945,9654
lung_constrained_probability,0.21,0.4483704292526931,0.28896744281352266,0.5382413283073915,0.9981191808907937,0.3842171588159857,0.99711868389934,0.002881316002458334,11281,9594753,18080,9678
lung_constrained_probability,0.22,0.4552641688738793,0.29471975706162606,0.5371439477071724,0.9982065640794957,0.395045266334341,0.997203489550116,0.0027965104673057795,11258,9595593,17240,9701
lung_constrained_probability,0.23,0.46172170198774815,0.30015485662404545,0.5363805525070202,0.9982840646456659,0.4053069906621461,0.9972791606877116,0.0027208393439650536,11242,9596338,16495,9717
lung_constrained_probability,0.24,0.46739606126904926,0.30496858937741567,0.5350446109067536,0.9983551155002891,0.4149337674830108,0.997347150530133,0.0026528495363891125,11214,9597021,15812,9745
lung_constrained_probability,0.25,0.47287083562038745,0.30964691569654396,0.5343289279066108,0.99841794817407,0.42409209679235654,0.9974082894876691,0.002591710537672043,11199,9597625,15208,9760
lung_constrained_probability,0.26,0.47821902867764204,0.3142495784147515,0.5334701083064395,0.9984790123785559,0.4333385008912358,0.9974673524194825,0.0025326476898044348,11181,9598212,14621,9778
lung_constrained_probability,0.27,0.48270637634723984,0.3181364297736675,0.5320387423061539,0.9985340429819171,0.44174622667652746,0.9975191492612661,0.002480850787833333,11151,9598741,14092,9808
lung_constrained_probability,0.28,0.48717275194805904,0.32202801250135377,0.530941361705935,0.9985855366466879,0.4500707785640242,0.9975681434683239,0.002431856468319893,11128,9599236,13597,9831
lung_constrained_probability,0.29,0.4914988171304934,0.3258193117194332,0.5303211031058112,0.998631516848362,0.4579728059330622,0.9976126742200777,0.002387325745075941,11115,9599678,13155,9844
lung_constrained_probability,0.3,0.4954701655731478,0.3293189368769788,0.5297008445056874,0.9986733359458123,0.4653950953676523,0.997653052920386,0.0023469470907002687,11102,9600080,12753,9857
lung_constrained_probability,0.31,0.4985495513727544,0.33204529115734127,0.5288897371055256,0.9987074570004483,0.4715014887280002,0.9976853351203753,0.002314664889127016,11085,9600408,12425,9874
lung_constrained_probability,0.32,0.500917057265018,0.3341489940183874,0.5277446443052971,0.9987367927852269,0.4766850543007771,0.9977121158521993,0.0022878842428326607,11061,9600690,12143,9898
