mode,threshold,dice,iou,sensitivity,specificity,precision,accuracy,mae,tp,tn,fp,fn
lung_constrained_probability_5slice,0.36,0.3968437178652291,0.2475390093202829,0.4511188510900085,0.9982068761623125,0.35422598531381905,0.9970166472350649,0.002983352867886424,9455,9595596,17237,11504
lung_constrained_probability_5slice,0.37,0.39834147786160684,0.24870562130170948,0.44921036308962775,0.9982422455482157,0.3578215262996512,0.9970477876209067,0.00295221246778965,9415,9595936,16897,11544
lung_constrained_probability_5slice,0.38,0.3998977461547442,0.2499201192884626,0.44782670928935164,0.998273453829895,0.36123619289521564,0.9970759177694506,0.0029240823350846767,9386,9596236,16597,11573
lung_constrained_probability_5slice,0.39,0.40177690029606383,0.25138974675719006,0.44663390428911365,0.9983066386360806,0.36510784351949566,0.9971064353475756,0.0028935647569596767,9361,9596555,16278,11598
lung_constrained_probability_5slice,0.4,0.40345721694027586,0.2527067994802261,0.44544109928887565,0.9983371187245207,0.368705817305648,0.997134254092261,0.0028657459188252687,9336,9596848,15985,11623
lung_constrained_probability_5slice,0.41,0.4049800840170636,0.2539028384278783,0.44386659668856154,0.9983687431166224,0.37235830931781444,0.9971623842408047,0.0028376157861202955,9303,9597152,15681,11656
lung_constrained_probability_5slice,0.42,0.4065849755583405,0.25516577245831473,0.44248294288828544,0.9983994312602738,0.3760746147605936,0.9971899953829179,0.0028100046329200268,9274,9597447,15386,11685
lung_constrained_probability_5slice,0.43,0.4075798019014786,0.2559499071841477,0.44076530368794276,0.9984256462168843,0.3790415230590928,0.997212416460724,0.0027875835075974464,9238,9597699,15134,11721
lung_constrained_probability_5slice,0.44,0.40829834965895734,0.25651688529158345,0.43852283028749534,0.9984530054771565,0.3819715734351334,0.99723483753853,0.002765162382274866,9191,9597962,14871,11768
lung_constrained_probability_5slice,0.45,0.40939672321678866,0.2573845591747682,0.43694832768718117,0.9984789083509503,0.3851135407904184,0.9972572586163362,0.0027427414897829294,9158,9598211,14622,11801
lung_constrained_probability_5slice,0.46,0.4105054865982168,0.2582616568582339,0.4355169616868956,0.998503562893477,0.38821077701680423,0.997278745482567,0.0027212544810026884,9128,9598448,14385,11831
lung_constrained_probability_5slice,0.47,0.41177401487567844,0.25926664009558187,0.4345150054866957,0.9985262409114972,0.3912950073041199,0.9972991943359365,0.0027008056640625,9107,9598666,14167,11852
lung_constrained_probability_5slice,0.48,0.4128117114863466,0.2600899429978345,0.4332267760864386,0.9985486068467008,0.3942341090654766,0.9973187089777308,0.002681290963664651,9080,9598881,13952,11879
lung_constrained_probability_5slice,0.49,0.4136432264262219,0.2607504398234186,0.43136600028606736,0.998573365416833,0.39731927048982757,0.9973393654336725,0.0026606344617903233,9041,9599119,13714,11918
lung_constrained_probability_5slice,0.5,0.41496066614518684,0.2617983398153301,0.4303640440858675,0.9985961474624588,0.4006218076835884,0.9973599180883281,0.0026400818023830652,9020,9599338,13495,11939
lung_constrained_probability_5slice,0.51,0.4161210466648738,0.2627227578147056,0.4290758146856104,0.9986194496461127,0.4039256198345293,0.9973803669416976,0.002619632985442877,8993,9599562,13271,11966
lung_constrained_probability_5slice,0.52,0.4171787709496236,0.26356657548743684,0.4275490242853058,0.9986434800230057,0.407299668196715,0.9974010233976394,0.002598976716399193,8961,9599793,13040,11998
lung_constrained_probability_5slice,0.53,0.41861881559210584,0.26471721032196704,0.4263085070850583,0.9986690708139828,0.4112016199547097,0.99742385968059,0.002576140221208334,8935,9600039,12794,12024
lung_constrained_probability_5slice,0.54,0.41959887817859126,0.2655015061587684,0.42473400448474413,0.9986923729976367,0.41458643815181884,0.9974436857262426,0.0025563142262399197,8902,9600263,12570,12057
lung_constrained_probability_5slice,0.55,0.42093039789548525,0.2665686156800737,0.4237320482845442,0.998714530877629,0.4181655523116969,0.9974636155731814,0.0025363843888044357,8881,9600476,12357,12078
