epoch,lr,train_loss,val_loss,val_dice_thr050,val_iou_thr050,val_sensitivity_thr050,val_specificity_thr050,val_precision_thr050,best_val_dice_so_far,epochs_without_improvement
1,9.979871469976196e-05,0.03004763370214884,0.24865649629916464,0.024987243115901947,0.012651687487959862,0.9708229899406433,0.43342888355255127,0.0126564996317029,-1.0,0
2,9.919647942993148e-05,0.000600708899396406,0.01408381279657728,0.0212312750518322,0.010729538276791573,0.999721348285675,0.3104410767555237,0.010729570873081684,0.024987243115901947,0
3,9.819814303479267e-05,0.0002473549956541832,0.0009026342730066971,0.020376769825816154,0.010293256491422653,1.0,0.2806943655014038,0.010293256491422653,0.024987243115901947,1
4,9.681174353198687e-05,0.00013012172690907438,0.0003703297008282139,0.020933780819177628,0.010577605105936527,1.0,0.3002319931983948,0.010577605105936527,0.024987243115901947,2
5,9.504844339512097e-05,8.427169717460623e-05,0.0004528020052605695,0.023215068504214287,0.011743851937353611,1.0,0.3704667389392853,0.011743851937353611,0.024987243115901947,3
6,9.292243968009332e-05,5.879506669806198e-05,0.0005750092272397264,0.024731053039431572,0.01252034679055214,0.9999850988388062,0.4099824130535126,0.012520349584519863,0.024987243115901947,4
7,9.04508497187474e-05,4.796538481945717e-05,0.0008812697050741137,0.025663351640105247,0.012998468242585659,0.999980092048645,0.4319630265235901,0.012998471967875957,0.024987243115901947,5
8,8.765357330018057e-05,3.628737845655194e-05,0.0020563244041243577,0.026306303218007088,0.013328462839126587,0.999980092048645,0.4462120532989502,0.013328466564416885,0.025663351640105247,0
9,8.455313244934326e-05,3.1278640012015574e-05,0.0024925808129929853,0.0268295556306839,0.01359718106687069,0.999980092048645,0.4573042690753937,0.013597184792160988,0.026306303218007088,0
10,8.11744900929367e-05,2.950832802712401e-05,0.0025922720542374527,0.027139589190483093,0.013756467029452324,0.999980092048645,0.46367478370666504,0.013756470754742622,0.0268295556306839,0
11,7.754484907260514e-05,2.220003627447416e-05,0.002221456941625937,0.027212750166654587,0.013794062659144402,0.999980092048645,0.4651569128036499,0.0137940663844347,0.027139589190483093,0
12,7.369343312364994e-05,1.906603936910974e-05,0.002001731235074138,0.027438677847385406,0.01391017809510231,0.999980092048645,0.469683974981308,0.013910181820392609,0.027139589190483093,1
13,6.965125158269619e-05,1.4900993169256264e-05,0.002259976112229976,0.027812041342258453,0.01410212554037571,0.999980092048645,0.4770040512084961,0.014102129265666008,0.027438677847385406,0
14,6.545084971874738e-05,1.3945260767091218e-05,0.002268368044269664,0.028160622343420982,0.014281397685408592,0.999980092048645,0.48366308212280273,0.014281402342021465,0.027812041342258453,0
15,6.112604669781572e-05,1.4814707417652693e-05,0.0021385819273746164,0.02815132774412632,0.014276616275310516,0.999980092048645,0.48348763585090637,0.01427662093192339,0.028160622343420982,0
16,5.671166329088278e-05,1.2672964939788937e-05,0.0020440879924210876,0.028543144464492798,0.014478198252618313,0.999980092048645,0.4907832741737366,0.014478202909231186,0.028160622343420982,1
17,5.224324151752576e-05,1.076148244841044e-05,0.0022580773134190427,0.028555121272802353,0.014484361745417118,0.999980092048645,0.491003155708313,0.014484366402029991,0.028543144464492798,0
18,4.7756758482474265e-05,1.1029831719465386e-05,0.0020000598671669778,0.028961829841136932,0.01469369325786829,0.999980092048645,0.4983610510826111,0.014693696983158588,0.028543144464492798,1
19,4.3288336709117236e-05,8.456168738272632e-06,0.0023467239781276867,0.028891287744045258,0.014657379128038883,0.999980092048645,0.49709969758987427,0.014657382853329182,0.028961829841136932,0
20,3.887395330218429e-05,7.598956105862971e-06,0.0022560973240550604,0.028866635635495186,0.014644689857959747,0.999980092048645,0.49665746092796326,0.014644693583250046,0.028961829841136932,1
21,3.4549150281252636e-05,8.025760108373503e-06,0.0022065179645681253,0.029196424409747124,0.014814477413892746,0.999980092048645,0.5025119781494141,0.014814482070505619,0.028961829841136932,2
22,3.0348748417303837e-05,8.297123159195507e-06,0.0023975821715209477,0.029425570741295815,0.014932483434677124,0.999980092048645,0.5065025687217712,0.014932488091289997,0.029196424409747124,0
23,2.6306566876350072e-05,6.913855156034433e-06,0.0026565039369383417,0.029517823830246925,0.01498000044375658,0.999980092048645,0.5080916881561279,0.014980005100369453,0.029425570741295815,0
24,2.245515092739488e-05,6.985691384077432e-06,0.002523816447156995,0.029423033818602562,0.014931176789104939,0.999980092048645,0.5064586997032166,0.014931181445717812,0.029425570741295815,1
25,1.882550990706333e-05,6.526745375313753e-06,0.002643440428656569,0.029866401106119156,0.015159581787884235,0.999980092048645,0.5140074491500854,0.015159586444497108,0.029425570741295815,2
26,1.5446867550656772e-05,7.06700497433169e-06,0.0027150624672198577,0.029807906597852707,0.01512944232672453,0.999980092048645,0.5130243897438049,0.015129446983337402,0.029866401106119156,0
27,1.2346426699819462e-05,6.478350316868751e-06,0.0025905976687827857,0.029661033302545547,0.015053772367537022,0.999980092048645,0.5105389356613159,0.01505377609282732,0.029866401106119156,1
28,9.549150281252636e-06,6.205257919261315e-06,0.002480608055602878,0.029693512246012688,0.015070504508912563,0.999980092048645,0.5110906958580017,0.015070509165525436,0.029866401106119156,2
29,7.0775603199066975e-06,5.337334732357062e-06,0.002675038084656275,0.02967950329184532,0.015063286758959293,0.999980092048645,0.5108528733253479,0.015063291415572166,0.029866401106119156,3
30,4.95155660487905e-06,5.120777050029218e-06,0.0027546851818881024,0.029980305582284927,0.015218276530504227,0.9999751448631287,0.515913188457489,0.015218283049762249,0.029866401106119156,4
31,3.1882564680131405e-06,5.452900547872548e-06,0.0025011636478909946,0.02998528815805912,0.015220844186842442,0.999980092048645,0.5159936547279358,0.015220848843455315,0.029980305582284927,0
32,1.8018569652073383e-06,5.2798740438876075e-06,0.0025343705768997487,0.029775697737932205,0.015112847089767456,0.999980092048645,0.5124814510345459,0.015112850815057755,0.029980305582284927,1
33,8.035205700685168e-07,6.977638687562131e-06,0.002672351137165866,0.030053570866584778,0.015256035141646862,0.999980092048645,0.5171273350715637,0.015256039798259735,0.029980305582284927,2
34,2.0128530023804664e-07,4.8738813793519485e-06,0.0027410443354451025,0.029924888163805008,0.015189719386398792,0.9999751448631287,0.5149890184402466,0.015189725905656815,0.029980305582284927,3
35,0.0,5.29860593409181e-06,0.002812918737806415,0.029826045036315918,0.015138787217438221,0.999980092048645,0.5133296251296997,0.015138791874051094,0.029980305582284927,4
