row_index,image_path,gt_path,lung_path,dice_internal_selection_only,iou_internal_selection_only,gt_pixels,pred_pixels,threshold,note
715,data/processed/images/radiopaedia_7_slice_0032.npy,data/processed/infection_masks/radiopaedia_7_slice_0032.npy,data/processed/lung_masks/radiopaedia_7_slice_0032.npy,0.8533333333320966,0.7441860465097467,3843,3057,0.035,Recovered CASR-Net checkpoint used for qualitative visualization.
84,data/processed/images/coronacases_001_slice_0139.npy,data/processed/infection_masks/coronacases_001_slice_0139.npy,data/processed/lung_masks/coronacases_001_slice_0139.npy,0.7879656160435875,0.6501182033066188,1730,1760,0.035,Recovered CASR-Net checkpoint used for qualitative visualization.
68,data/processed/images/coronacases_001_slice_0123.npy,data/processed/infection_masks/coronacases_001_slice_0123.npy,data/processed/lung_masks/coronacases_001_slice_0123.npy,0.7213548557800441,0.5641556291367378,2181,1598,0.035,Recovered CASR-Net checkpoint used for qualitative visualization.
580,data/processed/images/coronacases_009_slice_0120.npy,data/processed/infection_masks/coronacases_009_slice_0120.npy,data/processed/lung_masks/coronacases_009_slice_0120.npy,0.8326596604655107,0.7132963988870271,1283,1191,0.035,Recovered CASR-Net checkpoint used for qualitative visualization.
70,data/processed/images/coronacases_001_slice_0125.npy,data/processed/infection_masks/coronacases_001_slice_0125.npy,data/processed/lung_masks/coronacases_001_slice_0125.npy,0.6733954451328329,0.5076082715547889,2307,1557,0.035,Recovered CASR-Net checkpoint used for qualitative visualization.
