threshold,dice,iou,sensitivity,specificity,precision,mae,tp,tn,fp,fn
0.76,0.5073036428988943,0.33985722580853917,0.47473639009472074,0.9991346983766378,0.5446682723885785,0.00200616754591465,9950.0,9604515.0,8318.0,11009.0
